Datetime,Open,High,Low,Close,Adj Close,Volume
2024-10-01 09:30:00-04:00,72.30000305175781,72.43000030517578,72.26000213623047,72.31999969482422,72.31999969482422,2283753
2024-10-01 09:31:00-04:00,72.31999969482422,72.37999725341797,72.20010375976562,72.24040222167969,72.24040222167969,145664
2024-10-01 09:32:00-04:00,72.25,72.29000091552734,71.62999725341797,71.69999694824219,71.69999694824219,431893
2024-10-01 09:33:00-04:00,71.7300033569336,71.98999786376953,71.53009796142578,71.53479766845703,71.53479766845703,430450
2024-10-01 09:34:00-04:00,71.52999877929688,71.58000183105469,71.33000183105469,71.4800033569336,71.4800033569336,377188
2024-10-01 09:35:00-04:00,71.45999908447266,71.45999908447266,71.13379669189453,71.22010040283203,71.22010040283203,316900
2024-10-01 09:36:00-04:00,71.32499694824219,71.37000274658203,71.13999938964844,71.18000030517578,71.18000030517578,279976
2024-10-01 09:37:00-04:00,71.12999725341797,71.2699966430664,70.67250061035156,70.76799774169922,70.76799774169922,508637
2024-10-01 09:38:00-04:00,70.7698974609375,70.91000366210938,70.63999938964844,70.66000366210938,70.66000366210938,281766
2024-10-01 09:39:00-04:00,70.63999938964844,70.7699966430664,70.52999877929688,70.71990203857422,70.71990203857422,262866
2024-10-01 09:40:00-04:00,70.72000122070312,70.72000122070312,70.4800033569336,70.62000274658203,70.62000274658203,276120
2024-10-01 09:41:00-04:00,70.61009979248047,70.6500015258789,70.36969757080078,70.62020111083984,70.62020111083984,259567
2024-10-01 09:42:00-04:00,70.61000061035156,70.61250305175781,70.37000274658203,70.5199966430664,70.5199966430664,269505
2024-10-01 09:43:00-04:00,70.55000305175781,70.79000091552734,70.48999786376953,70.68009948730469,70.68009948730469,399957
2024-10-01 09:44:00-04:00,70.70999908447266,70.77999877929688,70.5801010131836,70.72000122070312,70.72000122070312,445197
2024-10-01 09:45:00-04:00,70.7300033569336,70.7300033569336,70.37999725341797,70.47000122070312,70.47000122070312,578769
2024-10-01 09:46:00-04:00,70.46499633789062,70.6321029663086,70.38999938964844,70.5,70.5,251112
2024-10-01 09:47:00-04:00,70.4800033569336,70.49919891357422,70.0199966430664,70.05000305175781,70.05000305175781,673997
2024-10-01 09:48:00-04:00,70.05000305175781,70.1041030883789,69.94999694824219,70.05999755859375,70.05999755859375,541947
2024-10-01 09:49:00-04:00,70.06500244140625,70.33999633789062,70.05000305175781,70.08999633789062,70.08999633789062,362579
2024-10-01 09:50:00-04:00,70.08000183105469,70.12000274658203,69.80999755859375,69.95500183105469,69.95500183105469,456116
2024-10-01 09:51:00-04:00,69.94979858398438,69.97979736328125,69.76000213623047,69.81009674072266,69.81009674072266,370268
2024-10-01 09:52:00-04:00,69.81999969482422,69.9000015258789,69.56999969482422,69.6050033569336,69.6050033569336,421725
2024-10-01 09:53:00-04:00,69.61499786376953,69.93000030517578,69.59420013427734,69.88009643554688,69.88009643554688,553410
2024-10-01 09:54:00-04:00,69.87999725341797,69.87999725341797,69.62000274658203,69.64990234375,69.64990234375,181977
2024-10-01 09:55:00-04:00,69.6500015258789,69.75879669189453,69.41000366210938,69.62999725341797,69.62999725341797,653904
2024-10-01 09:56:00-04:00,69.62999725341797,69.94999694824219,69.57009887695312,69.94499969482422,69.94499969482422,536519
2024-10-01 09:57:00-04:00,69.94010162353516,70.13500213623047,69.9000015258789,70.08999633789062,70.08999633789062,408502
2024-10-01 09:58:00-04:00,70.08999633789062,70.16999816894531,70.0000991821289,70.0999984741211,70.0999984741211,342448
2024-10-01 09:59:00-04:00,70.0999984741211,70.12999725341797,70.0,70.07990264892578,70.07990264892578,194445
2024-10-01 10:00:00-04:00,70.08000183105469,70.45999908447266,69.70999908447266,70.13939666748047,70.13939666748047,1039316
2024-10-01 10:01:00-04:00,70.12999725341797,70.19999694824219,69.94999694824219,70.08000183105469,70.08000183105469,313197
2024-10-01 10:02:00-04:00,70.06500244140625,70.06500244140625,69.77999877929688,69.95999908447266,69.95999908447266,274797
2024-10-01 10:03:00-04:00,69.95999908447266,69.97000122070312,69.82009887695312,69.91999816894531,69.91999816894531,182481
2024-10-01 10:04:00-04:00,69.9198989868164,70.19000244140625,69.86000061035156,70.13009643554688,70.13009643554688,219701
2024-10-01 10:05:00-04:00,70.13999938964844,70.13999938964844,69.91999816894531,69.97000122070312,69.97000122070312,209567
2024-10-01 10:06:00-04:00,69.94999694824219,69.9749984741211,69.71499633789062,69.7699966430664,69.7699966430664,253185
2024-10-01 10:07:00-04:00,69.75,69.7698974609375,69.5,69.52410125732422,69.52410125732422,244092
2024-10-01 10:08:00-04:00,69.5199966430664,69.68000030517578,69.5,69.52999877929688,69.52999877929688,241354
2024-10-01 10:09:00-04:00,69.5199966430664,69.56999969482422,69.22000122070312,69.23999786376953,69.23999786376953,406892
2024-10-01 10:10:00-04:00,69.2249984741211,69.36000061035156,68.87000274658203,68.94999694824219,68.94999694824219,705766
2024-10-01 10:11:00-04:00,68.95999908447266,69.03500366210938,68.83999633789062,68.91999816894531,68.91999816894531,323308
2024-10-01 10:12:00-04:00,68.91999816894531,69.1593017578125,68.81999969482422,69.06999969482422,69.06999969482422,436490
2024-10-01 10:13:00-04:00,69.06999969482422,69.36000061035156,69.06999969482422,69.17939758300781,69.17939758300781,416508
2024-10-01 10:14:00-04:00,69.16999816894531,69.2750015258789,69.01499938964844,69.05500030517578,69.05500030517578,206069
2024-10-01 10:15:00-04:00,69.05000305175781,69.05000305175781,68.80000305175781,68.87879943847656,68.87879943847656,333523
2024-10-01 10:16:00-04:00,68.87000274658203,68.95899963378906,68.79499816894531,68.82879638671875,68.82879638671875,238446
2024-10-01 10:17:00-04:00,68.80999755859375,68.91000366210938,68.70999908447266,68.73500061035156,68.73500061035156,245274
2024-10-01 10:18:00-04:00,68.7300033569336,68.86499786376953,68.68000030517578,68.85870361328125,68.85870361328125,180002
2024-10-01 10:19:00-04:00,68.8550033569336,68.98249816894531,68.75,68.79000091552734,68.79000091552734,204481
2024-10-01 10:20:00-04:00,68.80000305175781,69.06990051269531,68.79000091552734,68.87989807128906,68.87989807128906,408165
2024-10-01 10:21:00-04:00,68.875,69.29989624023438,68.83999633789062,69.1449966430664,69.1449966430664,437701
2024-10-01 10:22:00-04:00,69.13999938964844,69.31500244140625,69.08000183105469,69.27059936523438,69.27059936523438,216894
2024-10-01 10:23:00-04:00,69.2699966430664,69.47530364990234,69.26010131835938,69.33499908447266,69.33499908447266,370777
2024-10-01 10:24:00-04:00,69.33000183105469,69.37999725341797,69.11990356445312,69.16000366210938,69.16000366210938,201755
